review_id,product_id,product_name,brand,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,date,review length,polarity,subjectivity,sentiment
rhy1vvf1hcbby,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars solid,m. bunge,5,"the beats pill delivers impressive sound quality for its size. the bass is rich and punchy, providing a depth of sound that you wouldn’t expect from a portable speaker this small. the mids and highs are clear and crisp, making it great for a variety of music genres, from hip-hop to rock to podcasts. while it doesn’t deliver the deep rumbling bass of larger speakers, it still offers a well-balanced sound profile that’s perfect for personal use or small gatherings.it works great on a bike too because its so small and lightweight. its easy to carry around, whether you’re tossing it in your bag or using the included strap to hang it from your backpack. despite its small size, it packs a punch when it comes to sound, making it perfect for on-the-go listening. read more","reviewed in the united states january 3, 2025",af6nglfui5mmssjypj66dznjragq,False,1,{},1/3/2025,136,0.27743055555555557,0.532638888888889,Positive
r1jpyq2qjyzq0j,b0d4sx9rc6,beats pill,beats by dre,4.0 out of 5 stars battery life,armando herrera,4,"sounds great, just needs a longer battery life read more","reviewed in the united states january 2, 2025",ag77htsvjfaaatigbs76ef4l74na,False,0,{},1/2/2025,10,0.65,0.625,Positive
r2eujz1t5o9iln,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars love it,sebastian kirk,5,the media could not be loaded. was looking for a wireless speaker. it works fine and the sound is loud enough for me read more,"reviewed in the united states january 2, 2025",ahnt7zlk5hqiyj5eig3bwxvmsaba,False,0,{},1/2/2025,25,0.2833333333333333,0.54,Positive
rj6yvsogdguf5,b0d4sx9rc6,beats pill,beats by dre,4.0 out of 5 stars loud but battery life is iffy,ess,4,"this product was a christmas gift but it’s extremely loud. the person who i bought it for lived in the 3rd floor and when we go next door to the laundry, you can still hear residual of the bass! the only thing is, the battery life does do e like of fast. it goes from 100% to 60% in about an hour… but still a good product for at home read more","reviewed in the united states january 1, 2025",ah3xalpyzzdfdaqn4elu7wstrjta,False,0,{},1/1/2025,72,0.1640625,0.5,Neutral
rdq48c9d3ekjh,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars perfect purchase,customer000,5,"i strongly recommend it! i compared it with the bose flex2 and marshall emerton2. many reviews say the bose one has the best sound quality, but you will not be disappointed with the pill! the pill's design also goes well with the surround. read more","reviewed in the united states january 1, 2025",ae2sjwl2mg7ejobc7m7b2u6so3fq,False,0,{},1/1/2025,45,0.33402777777777776,0.5305555555555556,Positive
r2xufovfpiwt3a,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars fantastic sound and portability and connectivity,vipul n. shah,5,"wow! in the realm of pricing/costing and functionality and sound - you cannot beat this product and if you are able to snag it at an incredible price on amazon at less than $100 - this is a steal - we took it to mexico and it worked flawlessly, i use it in my backyard as a stereo with two of these and its flawless and the sound is magnificent. just buy it! read more","reviewed in the united states december 31, 2024",aecczat2o22lxceynepsilowgeuq,False,1,{},12/31/2024,75,0.5658333333333333,0.6891666666666667,Positive
r3gaa3tfqbzt7w,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great sound speaker,amazon customer,5,"i really needed a small speaker that packed a pretty loud punch. i bought others that were cheaper thinking i could get what i was looking for. this speaker is amazing.! lightweight, loud, easy to use. i just got it so i hope it lasts a long time. well worth the $99. read more","reviewed in the united states december 30, 2024",agz72j2rdeywwpjdwvgrljtwgtfa,False,0,{},12/30/2024,54,0.2333333333333334,0.5933333333333334,Positive
r20x4xv8xznmav,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars gift for my daughter,patricia ramos,5,great sound read more,"reviewed in the united states december 30, 2024",aflahx4wgsh6retw5te6hwteitxq,False,0,{},12/30/2024,4,0.5666666666666668,0.5499999999999999,Positive
r1bkxrqn087bjo,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great speaker! deep base!,gregory c.,5,"this is a great speaker. i was looking at these, bose etc. and decided on this one. the speaker sounds amazing and very easy to use. my only suggestion would be to put an equalizer in the app so we can adjust base, treble etc. one of the big draws for me is the claimed 24 hour battery life. if i use it during the night will last till morning. not as important but cool is the look and feel. it feels expensive! read more","reviewed in the united states december 30, 2024",aeqhcquvelivyfyo3lsowdhc7p7q,False,0,{},12/30/2024,85,0.1625757575757576,0.696969696969697,Neutral
r2key398o8rv8x,b0d4sx9rc6,beats pill,beats by dre,3.0 out of 5 stars not impressed,cookie,3,"the sound is not very loud as i was hoping for, and the playtime is nowhere near 24 hrs as advertised. it does charge rather quickly, but only plays about 6-7 hours on a full charge. read more","reviewed in the united states december 29, 2024",agekbsyvvymltgs7mjiqmmnma4oq,False,0,{},12/29/2024,38,0.23498168498168498,0.5664835164835165,Positive
r2dbd54g07s3il,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great sound quality,jennifer stewart,5,"bought this as a christmas present for my son. it has great sound quality, as well as lots of bass! read more","reviewed in the united states december 29, 2024",ahwu3xbn6mui6p7vdetsghrvvfhq,False,1,{},12/29/2024,22,0.30250000000000005,0.43,Positive
r2wfobs3t5k1on,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great sound,familia renderos,5,good sound quality… love the color of it .. only thing is kind of heavy… read more,"reviewed in the united states december 27, 2024",aejaiz7x4x5pcp2scgzy65grvmra,False,0,{},12/27/2024,17,0.45,0.6666666666666666,Positive
r7c29akzxpmbk,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars good sound in a small package,kindle customer,5,"good sound, and considering the small size, rather surprising. i listen to a lot of classical music, a real test for a small speaker. i will not tell you that this is the same as listening through a larger system, but i can actually listen to a symphony, like dvorak's eighth, without cringing. on pieces with less complicated instrumentation it does even better, bass response is very good for a small speaker.one important note: make sure you upgrade the firmware. it made a real difference for me.speakerphone is better than on my soundcore flare. they can hear me and i can hear them. read more","reviewed in the united states december 27, 2024",afkdtedomycnrkxffxu5vrtqcphq,False,1,{},12/27/2024,105,0.18777777777777777,0.46478835978835986,Neutral
r3a706w3kplnoc,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great sound quality,betty yu,5,"really like this speaker, got it on black friday for a great price. read more","reviewed in the united states december 27, 2024",ahu4wfhfkp3d4nvpazfuj5yvrruq,False,0,{},12/27/2024,15,0.33333333333333337,0.4708333333333333,Positive
rarl7djmh6nwp,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars the sound system it awesome,gordon clemmeriii,5,excellent speaker read more,"reviewed in the united states december 27, 2024",ahqgcsyakazlteckxxyeybky2t7a,False,0,{},12/27/2024,4,0.75,0.75,Positive
r1q9lh0wod7iao,b0d4sx9rc6,beats pill,beats by dre,"3.0 out of 5 stars great sound, easy to connect, portability is great, but i can’t see the controls.",c.,3,"i have black and i cannot see the controls. otherwise, i would love it! would a different color make a difference? read more","reviewed in the united states december 26, 2024",aebyzlwidr2vposjpoybl64szrbq,False,0,{},12/26/2024,23,0.23958333333333334,0.5333333333333333,Positive
r9v83djoc0ktl,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars amazing sound from a small package,stoned shopper,5,"this speaker sounds amazing, especially the bass. it’s incredible coming from such a small speaker! i got champagne gold and it’s aesthetically pleasing. im glad there’s an alternative to all of those speakers wrapped in fabric. there’s also a lot of sales for $99 instead of regular $150 which makes this even more worth the money. read more","reviewed in the united states december 26, 2024",ag6pur4too3r6qtzejlbq7apmmxa,False,0,{},12/26/2024,58,0.25795454545454544,0.5797202797202797,Positive
r3awqvwgbo0d80,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars beats,pjh1975,5,sounds great read more,"reviewed in the united states december 26, 2024",afqujvlw7lmpktuf2k3peeak65oq,False,0,{},12/26/2024,4,0.65,0.625,Positive
r2qkcw2y4ehpfj,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars beats pill,doris negron,5,love this speaker. apple products never disappoint. only thing is shutting down the devices you must hold the on and off switch for two seconds before it pairs to shut it down. once you get the hang of that it’s up hill all the way. read more,"reviewed in the united states december 24, 2024",agwipbq2pp5opcpudmpkueqbytsa,False,0,{},12/24/2024,47,0.13777777777777778,0.5355555555555556,Neutral
rwykk4ze5252z,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars color me surprised,oldster,5,"i bought a similar device from bose and was super disappointed. poor sound quality, and a waste of money. it's only because this is an apple product that i decided to give it a shot, and i was quite surprised at the amazing sound quality. i use it frequently in my garage while tinkering, as well as my back patio to drown out my jerk neighbors endlessly yapping dog. read more","reviewed in the united states december 24, 2024",aenobhd6qh5gfodvwadfr45re4ya,False,0,{},12/24/2024,71,0.06845238095238096,0.5404761904761906,Neutral
r2zt5g7mjqce2t,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars love it!,garciae,5,"the media could not be loaded. this speaker is so freaking awesome and the price $99 deal, just makes it so worth it. the bass is amazing, and the music sounds so clear.10/10 would recommend. read more","reviewed in the united states december 23, 2024",afnzurv6egoyzk5p4p5lij24a6tq,False,1,{},12/23/2024,37,0.45,0.6,Positive
r2aufxabmgi1uu,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars just wow,sherylanne,5,"it delivered 15 minutes ago and it is now connected and putting out great sound! pairing with the iphone was literally the touch of one button. base is great, words are crisp and clear. i already love this thing! read more","reviewed in the united states december 23, 2024",afxsbxhkyeockvmzeqohvypdmw5q,False,0,{},12/23/2024,41,0.34687500000000004,0.6,Positive
r1wuhj81cdgg2m,b0d4sx9rc6,beats pill,beats by dre,4.0 out of 5 stars excellent sound and portability,tim holt,4,"i am old enough to remember that it would have taken a $1000 tower speaker system from fischer or radio shack to get the same loudness that comes from this little package, and i am not sure the quality of the sound would have ever come from those speakers. so good i bought my wife one for christmas. read more","reviewed in the united states december 23, 2024",agosq2erfyasn2gkiso3qqjm2sza,False,1,{},12/23/2024,60,0.1578125,0.46423611111111107,Neutral
r3fwnns5thk56o,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars good wireless speaker,michelle,5,convenient. great sound. good connectivity with android smartphone and laptop. would purchase again. read more,"reviewed in the united states december 23, 2024",af7t72h4dpxkevxkcxodlo4jxs6q,False,0,{},12/23/2024,15,0.6000000000000001,0.5625,Positive
r18jfxehw9m9g4,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great quality 100%,the sound it’s powerful and bass sounds great,5,read more,"reviewed in the united states december 23, 2024",ah54qh4qj2knhkzsddlb5hcv36sa,False,0,{},12/23/2024,2,0.5,0.5,Positive
r20qmuf8fr0f5q,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars wasn't expecting that...,trey,5,the sound is remarkable. clear and brings the bass...nice little mini concert in beats pill form. read more,"reviewed in the united states december 22, 2024",aearrl6guscrwwyzlmcaqk7ostpq,False,0,{},12/22/2024,18,0.3125,0.5066666666666666,Positive
r1f33r8tfrcn0v,b0d4sx9rc6,beats pill,beats by dre,"5.0 out of 5 stars gud quality product,but some issue",rojer,5,"the beats pill speaker are good quality sounds,its worth it for this cheaper price,and size as well,,,but the sounds toner on the apps are not functional i dont know how i fixed it but over all i satisfied,thanks read more","reviewed in the united states december 22, 2024",af2ft3ir7retiomjjim4c5ddskla,False,6,{},12/22/2024,40,0.4,0.35000000000000003,Positive
r2rce3ej8g52l3,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars very good sound.,casey benson,5,good sound quality. get it. i got it for the prime limited sale of $99. read more,"reviewed in the united states december 22, 2024",agy3nydn25zutarodz2e45hwxmuq,False,1,{},12/22/2024,17,0.3821428571428572,0.4107142857142857,Positive
r15wrtqlcpxllt,b0d4sx9rc6,beats pill,beats by dre,2.0 out of 5 stars faulty battery,chassidy,2,"sound is great! but, doesn’t a hold a charge. i plug it in to be charged after it dying on me then 5mins later the light is green… wtf? i must’ve received a faulty speaker. will be returning. read more","reviewed in the united states december 22, 2024",agygx2jzyx3xfcpeak425kisyvba,False,0,{},12/22/2024,40,0.3,0.5583333333333332,Positive
r12s07347k9x4p,b0d4sx9rc6,beats pill,beats by dre,3.0 out of 5 stars not loud enough,amazon customer,3,not that loud enough for the price read more,"reviewed in the united states december 21, 2024",afrri2p2yphmce3hlr5mkg2knsia,False,0,{},12/21/2024,9,0.19999999999999998,0.6,Neutral
rejrdl4xemzql,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars the answer is yes !! get it!!,angelina paree,5,best decision....buy this product it is worth every dimei would give it 10 stars if i could read more,"reviewed in the united states december 21, 2024",ahfi46gp7e3cnk6prltajummdmjq,False,0,{},12/21/2024,19,0.6,0.3,Positive
r3iwsnde85vhfm,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars sounds bigger than it is,anthony,5,"simple, solid & durable. very impressed with the sound volume and quality. pretty much what you would expect from apple, bose, etc..i got mine on sale for just under $100, absolutely worth it. read more","reviewed in the united states december 21, 2024",ahoup4dcvacbsy34joivbj2xabiq,False,0,{},12/21/2024,35,0.33125,0.4571428571428572,Positive
r7vncaaifr8fe,b0d4sx9rc6,beats pill,beats by dre,"1.0 out of 5 stars garbage, won't turn off tries to consently connect",aml,1,"i officially hate this speaker. it used to turn off relatively easy-now it will not turn off at all and even when it ""appears"" to it turns back on within a few seconds. it is so annoying! read more","reviewed in the united states december 20, 2024",ahlkzbn2tamnm4is3y7x5djwvfsa,False,2,{},12/20/2024,39,-0.25,0.39999999999999997,Negative
r23l92kbt2lxnk,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars beats pill,steve,5,what i like about the product is the sound an quality...be a fan of beats for awhile now. the price what a deal i couldn't refuse. read more,"reviewed in the united states december 20, 2024",ahu7maqaf4iulgpigt3lgciybovq,False,0,{},12/20/2024,28,0.45,0.45,Positive
r30mf7yxnmtr8t,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars beats pill,bill w.,5,easy hook up sounds great read more,"reviewed in the united states december 20, 2024",afkeecccnyx7ipm35juvfmz4je2q,False,1,{},12/20/2024,7,0.5777777777777778,0.6944444444444445,Positive
r1ag4xj7s4ybte,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars bumpin little speaker that could,heyjohnnyt,5,"this speaker definitely looks, feels, and sounds high quality. it can easily fill a room with music or play quietly at a desk. what impresses me most is the clarity and bass - even at low volumes. the start up noise is fun - albeit loud. it can play music for a long time, which is very welcomed. all the music i have listened to has sounded really good. i did have an issue where it would randomly disconnect, but that might have been an iphone issue opposed to the speaker as it hasn’t happened in a while. read more","reviewed in the united states december 19, 2024",aeg67g4mevvopipeoizmvcm4m5zq,False,0,{},12/19/2024,100,0.15666666666666668,0.4861904761904762,Neutral
rl0i0agbamr08,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great sound!,amazon customer,5,in a small package! read more,"reviewed in the united states december 18, 2024",af224roemx7ngepjnelwigo2xdva,False,0,{},12/18/2024,6,0.09375,0.45,Neutral
r131z14kjje82x,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars beats pill (2024 release) - portable bluet,lannesdelavega,5,"charging ability, functionality, size, portable, connectivity. read more","reviewed in the united states december 18, 2024",aeldqqxelrrpbm4c4f4gvgvo4fna,False,0,{},12/18/2024,8,0.5,0.5,Positive
rj25crawvcp26,b0d4sx9rc6,beats pill,beats by dre,3.0 out of 5 stars ehh,lorri2009,3,"returned it and bought a klipsch nashville. i prefer a variety of music, and this beats did not meet my expectations also, it’s pretty heavy compared to others. i travel and i don’t need a lot of heavy stuff in my pack. i now travel with my bose soundlink which is lighter in weight and sounds excellent. i do use beats earbuds, so they do make good products read more","reviewed in the united states december 18, 2024",aht5dpyzpu7tpjuzh2nosa5cmqba,False,0,{},12/18/2024,70,0.3416666666666666,0.6833333333333332,Positive
r1z1afh0oe4uxp,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars this is the best pill i ever purchased!!!,"""primazon""👩‍🦱",5,"the beats pill ya’ll get it! i promise it will definantly leave you with good side affects! no more big bulky long soundbars for me! this beats pill is it! whatever it says that it can do, believe it! it’s no hype! my son is getting him one after hearing mine. i’m glad i caught this on sale🤗. i would definantly purchase this again! read more","reviewed in the united states december 17, 2024",afwwk2cyqbeahcsuatsuvw62ukyq,False,0,{},12/17/2024,66,0.2713216145833333,0.5166666666666667,Positive
r19lkl9y1lz9ic,b0d4sx9rc6,beats pill,beats by dre,2.0 out of 5 stars refurbished??,don’tliemedia,2,"hello everyone i just purchased a beat pill for christmas gift, but it seems that this gift is already opened. now presentation wise it’s not acceptable due to the fact that it seems tampered with but i’ll give it the benefit of the doubt and update you guys on the product after christmas. read more","reviewed in the united states december 17, 2024",aemivywsqv7khxzut67byh67oewq,False,1,{},12/17/2024,55,0.35833333333333334,0.5916666666666667,Positive
r2kwf198o574d3,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great quality,emilio,5,"it was easy to connect to, the sound is amazing and the speaker feels pretty sturdy. got this as a gift to my mom and it was definitely worth it read more","reviewed in the united states december 17, 2024",afd63orncwpumwgez275vcvuycaa,False,0,{},12/17/2024,32,0.4138888888888889,0.6222222222222222,Positive
r2pbh1egw5mcxc,b0d4sx9rc6,beats pill,beats by dre,2.0 out of 5 stars disappointed,ken caiazza,2,primary reason i purchased this speaker was to bluetooth link with tv. it does not hold link. at best about 5 second’s. read more,"reviewed in the united states december 15, 2024",ahhidkeydcyi33n63t6wt4bdgv2q,False,0,{},12/15/2024,24,0.475,0.325,Positive
rcy5qwwp4q4b8,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars worth it,juan daniel sánchez rivera,5,small but really powerful. very loud and does not vibrate much with bass read more,"reviewed in the united states december 14, 2024",aefaovzedy2klv2i3pnb63hziaua,False,0,{},12/14/2024,15,0.12166666666666666,0.6,Neutral
r1075oxmftcf22,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars love it and awesome sound coming from the speaker.,bj pitts,5,this speaker has great sound. it sound like a full stereo. i would recommend and purchase again if needed. read more,"reviewed in the united states december 13, 2024",aewf3hd256ordge6fmjlajbubxeq,False,0,{},12/13/2024,21,0.49000000000000005,0.5199999999999999,Positive
r1yeemxbdswfjg,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars this sound really good,carl medina,5,this is my new work radio. i charge it about once every three days. i use it from 6 to 7 hours a day. i don’t care how you feel about kim kardashian. this speaker is fire. read more,"reviewed in the united states december 13, 2024",ahxf4xvxj44grfoh4c3tvjpez6vq,False,0,{},12/13/2024,39,0.3181818181818182,0.4772727272727273,Positive
r37jg45oxdgfd,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars great replacement,gary e. angell,5,had to finally replace my old beats pill(10 +years) . saw this on sale and bought it. delivered overnight and got to tell you it is superior to my old beats pill (sorry buddy). tested it out with blackest eyes by porcupine tree and it passed the test. big beefy sound and couldn’t be happier. definite winner. just wish it came with an adapter for usb ports but that’s negligible. read more,"reviewed in the united states december 13, 2024",ahakwwnyoo5dpqbiipff24ezqgaa,False,1,{},12/13/2024,72,0.15,0.5700000000000001,Neutral
r2j1897f0qv24q,b0d4sx9rc6,beats pill,beats by dre,3.0 out of 5 stars difficult to turn off,no ingredients mentioned,3,turning off the speaker is a bit of a hassle read more,"reviewed in the united states december 12, 2024",age75lnfnm7pnvzhhtykdowppwva,False,1,{},12/12/2024,12,0.5,0.5,Positive
rrf4wia8uz7oj,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars obsessed,jena robinson,5,"the beats pill x kim kardashian wireless bluetooth speaker is 1000% worth the price. i am obsessed and use it all the time. the sound quality is excellent, the volume can get incredibly loud, and the seamless connection with all my apple products is fantastic! plus, the color and size is perfect. read more","reviewed in the united states december 12, 2024",affkqkkk5panl5d6ftvffb6tbvrq,False,0,{},12/12/2024,54,0.3777777777777778,0.6444444444444444,Positive
r1wzy80174a35w,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars outdoor movie night is now complete,j. d. clymer,5,"ordered two beats pill speakers to connect to an outdoor projector that doesn’t have a powerful built-in speaker. pairing function for the beats pills together to create stereo sound and to the projector was easy. the battery life of the beats pills is excellent getting us through a whole evening of outdoor watching. the beats pills are easy to carry, take wherever, and place on any surface. highly recommend as the sound quality is great. read more","reviewed in the united states december 11, 2024",aeih2pfqsmaz2qb26z6fkmwmop3a,False,7,{},12/11/2024,77,0.46266666666666667,0.6656666666666667,Positive
ryy17wtft7uix,b0d4sx9rc6,beats pill,beats by dre,5.0 out of 5 stars wow,james f,5,it’s the bluetooth speaker anybody would want! read more,"reviewed in the united states december 11, 2024",aenam4lmleebmjphzd3sy6mzsidq,False,0,{},12/11/2024,9,0.5,0.5,Positive
